32;4;D
32;5;R
32;6;R
32;7;R
32;8;A
33;1;R
33;2;R
33;3;A
33;4;R
33;5;D
33;6;A
33;7;D
33;8;R
34;1;R
34;2;R
34;3;R
34;4;A
34;5;R
34;6;R
34;7;R
34;8;EC
35;1;A
35;2;R
35;3;D
35;4;R
35;5;R
35;6;A
35;7;R
35;8;D
36;1;A
36;2;A
36;3;A
36;4;R
36;5;D
36;6;EC
36;7;A
36;8;A
37;1;R
37;2;A
37;3;R
37;4;R
37;5;R
37;6;R
37;7;A
37;8;A
38;1;D
38;2;D
38;3;R
38;4;D
38;5;R
38;6;R
38;7;EC
38;8;A
39;1;R
39;2;R
39;3;D
39;4;R
39;5;D
39;6;D
39;7;A
39;8;R
40;1;A
40;2;A
40;3;D
40;4;EC
40;5;A
40;6;D
40;7;A
40;8;R
41;1;A
41;2;D
41;3;D
41;4;R
41;5;R
41;6;R
41;7;R
41;8;R
42;1;D
42;2;D
42;3;R
42;4;A
42;5;R
42;6;D
42;7;D
42;8;D
43;1;A
43;2;EC
43;3;R
43;4;R
43;5;EC
43;6;A
43;7;A
43;8;R
44;1;A
44;2;D
44;3;D
44;4;D
44;5;R
44;6;A
44;7;D
44;8;EC
45;1;A
45;2;R
45;3;D
45;4;D
45;5;D
45;6;D
45;7;R
45;8;A
46;1;A
46;2;R
46;3;D
46;4;A
46;5;R
46;6;A
46;7;A
46;8;A
47;1;A
47;2;R
47;3;D
47;4;D
47;5;A
47;6;D
47;7;A
47;8;R
48;1;R
48;2;A
48;3;EC
48;4;D
48;5;D
48;6;D
48;7;R
48;8;D
49;1;D
49;2;A
49;3;R
49;4;A
49;5;R
49;6;R
49;7;EC
49;8;R
50;1;EC
50;2;A
50;3;D
50;4;D
50;5;R
50;6;A
50;7;D
50;8;D
51;1;EC
51;2;D
51;3;EC
51;4;A
51;5;D
51;6;A
51;7;D
51;8;A
52;1;D
52;2;A
52;3;D
52;4;R
52;5;D
52;6;D
52;7;R
52;8;D
53;1;D
53;2;R
53;3;R
53;4;R
53;5;D
53;6;D
53;7;R
53;8;D
54;1;A
54;2;R
54;3;D
54;4;D
54;5;D
54;6;R
54;7;D
54;8;A
55;1;D
55;2;R
55;3;A
55;4;D
55;5;EC
55;6;A
55;7;R
55;8;D
56;1;D
56;2;R
56;3;A
56;4;D
56;5;D
56;6;D
56;7;D
56;8;D
57;1;R
57;2;D
57;3;A
57;4;R
57;5;R
57;6;R
57;7;A
57;8;D
58;1;R
58;2;EC
58;3;A
58;4;A
58;5;A
58;6;R
58;7;A
58;8;A
59;1;R
59;2;D
59;3;A
59;4;EC
59;5;R
59;6;R
59;7;EC
59;8;D
60;1;R
60;2;D
60;3;R
60;4;R
60;5;D
60;6;A
60;7;A
60;8;D
61;1;R
61;2;D
61;3;D
61;4;A
61;5;R
61;6;D
61;7;A
61;8;R
62;1;D
62;2;D
62;3;A
62;4;D
62;5;A
62;6;R
62;7;EC
62;8;R
63;1;R
63;2;D
63;3;A
63;4;D
63;5;D
63;6;A
63;7;D
63;8;R
64;1;EC
64;2;A
64;3;D
64;4;A
64;5;D
64;6;D
64;7;R
64;8;R
65;1;R
65;2;R
65;3;A
65;4;A
65;5;R
65;6;A
65;7;EC
65;8;A
66;1;D
66;2;R
66;3;A
66;4;R
66;5;D
66;6;EC
66;7;R
66;8;EC
67;1;A
67;2;D
67;3;EC
67;4;A
67;5;D
67;6;R
67;7;R
67;8;A
68;1;D
68;2;D
68;3;D
68;4;A
68;5;A
68;6;A
68;7;EC
68;8;EC
69;1;A
69;2;R
69;3;R
69;4;EC
69;5;R
69;6;R
69;7;A
69;8;R
70;1;EC
70;2;D
70;3;R
70;4;D
70;5;A
70;6;D
70;7;A
70;8;D
71;1;R
71;2;A
71;3;D
71;4;EC
71;5;D
71;6;D
71;7;A
71;8;D
72;1;A
72;2;A
72;3;D
72;4;D
72;5;A
72;6;D
72;7;A
72;8;R
73;1;R
73;2;A
73;3;A
73;4;A
73;5;D
73;6;A
73;7;A
73;8;R
74;1;A
74;2;D
74;3;A
74;4;A
74;5;D
74;6;R
74;7;A
74;8;D
75;1;R
75;2;D
75;3;D
75;4;D
75;5;D
75;6;A
75;7;A
75;8;A
76;1;A
76;2;R
76;3;R
76;4;R
76;5;A
76;6;D
76;7;EC
76;8;A
77;1;A
77;2;D
77;3;D
77;4;D
77;5;R
77;6;R
77;7;R
77;8;R
78;1;D
78;2;A
78;3;D
78;4;R
78;5;R
78;6;A
78;7;A
78;8;D
79;1;A
79;2;R
79;3;R
79;4;R
79;5;A
79;6;A
79;7;A
79;8;D
80;1;A
80;2;EC
80;3;EC
80;4;R
80;5;D
80;6;D
80;7;R
80;8;D
81;1;A
81;2;R
81;3;R
81;4;D
81;5;D
81;6;A
81;7;R
81;8;D
82;1;D
82;2;A
82;3;D
82;4;D
82;5;R
82;6;EC
82;7;D
82;8;R
83;1;D
83;2;R
83;3;D
83;4;D
83;5;D
83;6;D
83;7;A
83;8;R
84;1;R
84;2;A
84;3;A
84;4;D
84;5;D
84;6;R
84;7;D
84;8;D
85;1;A
85;2;A
85;3;R
85;4;A
85;5;A
85;6;D
85;7;R
85;8;A
86;1;D
86;2;A
86;3;R
86;4;D
86;5;A
86;6;EC
86;7;A
86;8;D
87;1;A
87;2;R
87;3;A
87;4;R
87;5;R
87;6;D
87;7;A
87;8;A
88;1;D
88;2;D
88;3;D
88;4;D
88;5;D
88;6;A
88;7;EC
88;8;EC
89;1;D
89;2;D
89;3;R
89;4;D
89;5;D
89;6;D
89;7;A
89;8;D
90;1;D
90;2;R
90;3;A
90;4;R
90;5;EC
90;6;R
90;7;D
90;8;A
91;1;R
91;2;R
91;3;A
91;4;D
91;5;A
91;6;A
91;7;D
91;8;R
92;1;A
92;2;R
92;3;D
92;4;R
92;5;D
92;6;R
92;7;A
92;8;D
93;1;D
93;2;EC
93;3;A
93;4;D
93;5;A
93;6;D
93;7;A
93;8;D
94;1;R
94;2;A
94;3;A
94;4;R
94;5;R
94;6;D
94;7;D
94;8;D
95;1;D
95;2;A
95;3;A
95;4;A
95;5;A
95;6;D
95;7;R
95;8;D
96;1;R
96;2;R
96;3;D
96;4;D
96;5;R
96;6;R
96;7;D
96;8;A
97;1;D
97;2;D
97;3;A
97;4;EC
97;5;D
97;6;D
97;7;A
97;8;A
98;1;EC
98;2;A
98;3;R
98;4;A
98;5;R
98;6;D
98;7;EC
98;8;D
99;1;D
99;2;R
99;3;A
99;4;A
99;5;D
99;6;R
99;7;A
99;8;D
100;1;EC
100;2;A
100;3;D
100;4;D
100;5;A
100;6;R
100;7;EC
100;8;R
101;1;R
101;2;R
101;3;R
101;4;D
101;5;R
101;6;D
101;7;R
101;8;EC
102;1;D
102;2;A
102;3;D
102;4;EC
102;5;D
102;6;A
102;7;D
102;8;D
103;1;R
103;2;R
103;3;A
103;4;A
103;5;D
103;6;A
103;7;R
103;8;A
104;1;A
104;2;D
104;3;A
104;4;D
104;5;R
104;6;D
104;7;R
104;8;EC
105;1;D
105;2;A
105;3;R
105;4;D
105;5;R
105;6;R
105;7;A
105;8;R
106;1;D
106;2;D
106;3;A
106;4;A
106;5;A
106;6;D
106;7;D
106;8;A
107;1;R
107;2;D
107;3;A
107;4;R
107;5;D
107;6;A
107;7;A
107;8;A
108;1;R
108;2;D
108;3;R
108;4;A
108;5;D
108;6;R
108;7;D
108;8;A
109;1;A
109;2;EC
109;3;EC
109;4;R
109;5;A
109;6;R
109;7;D
109;8;A
110;1;R
110;2;D
110;3;R
110;4;R
110;5;D
110;6;R
110;7;EC
110;8;A
111;1;D
111;2;D
111;3;D
111;4;A
111;5;D
111;6;R
111;7;A
111;8;D
112;1;D
112;2;A
112;3;D
112;4;A
112;5;R
112;6;A
112;7;R
112;8;D
113;1;A
113;2;A
113;3;R
113;4;R
113;5;D
113;6;R
113;7;D
113;8;EC
114;1;D
114;2;D
114;3;D
114;4;A
114;5;D
114;6;R
114;7;D
114;8;D
115;1;EC
115;2;A
115;3;D
115;4;D
115;5;D
115;6;A
115;7;A
115;8;R
116;1;D
116;2;EC
116;3;A
116;4;D
116;5;R
116;6;D
116;7;EC
116;8;A
117;1;A
117;2;A
117;3;R
117;4;A
117;5;D
117;6;R
117;7;D
117;8;R
118;1;D
118;2;A
118;3;A
118;4;A
118;5;A
118;6;R
118;7;R
118;8;EC
119;1;R
119;2;D
119;3;D
119;4;A
119;5;R
119;6;D
119;7;EC
119;8;A
120;1;D
120;2;D
120;3;EC
120;4;EC
120;5;A
120;6;R
120;7;R
120;8;D
121;1;A
121;2;R
121;3;D
121;4;EC
121;5;D
121;6;A
121;7;R
121;8;D
122;1;A
122;2;A
122;3;A
122;4;D
122;5;R
122;6;A
122;7;R
122;8;R
123;1;A
123;2;A
123;3;A
123;4;EC
123;5;R
123;6;R
123;7;R
123;8;D
124;1;A
124;2;R
124;3;R
124;4;D
124;5;D
124;6;D
124;7;A
124;8;R
125;1;A
125;2;R
125;3;D
125;4;R
125;5;A
125;6;R
125;7;R
125;8;R
126;1;R
126;2;D
126;3;A
126;4;EC
126;5;D
126;6;D
126;7;A
126;8;A
127;1;D
127;2;D
127;3;R
127;4;A
127;5;R
127;6;D
127;7;D
127;8;A
128;1;R
128;2;D
128;3;R
128;4;EC
128;5;R
128;6;R
128;7;R
128;8;D
129;1;R
129;2;A
129;3;EC
129;4;D
129;5;D
129;6;D
129;7;EC
129;8;A
130;1;A
130;2;A
130;3;R
130;4;A
130;5;D
130;6;R
130;7;R
130;8;A
131;1;R
131;2;D
131;3;R
131;4;R
131;5;A
131;6;R
131;7;R
131;8;A
132;1;A
132;2;A
132;3;R
132;4;R
132;5;D
132;6;A
132;7;D
132;8;R
133;1;R
133;2;R
133;3;D
133;4;EC
133;5;R
133;6;R
133;7;R
133;8;D
134;1;EC
134;2;A
134;3;R
134;4;D
134;5;EC
134;6;R
134;7;A
134;8;EC
135;1;EC
135;2;D
135;3;D
135;4;A
135;5;R
135;6;R
135;7;A
135;8;A
136;1;D
136;2;A
136;3;D
136;4;EC
136;5;D
136;6;R
136;7;A
136;8;D
137;1;D
137;2;R
137;3;A
137;4;EC
137;5;D
137;6;D
137;7;EC
137;8;D
138;1;D
138;2;D
138;3;D
138;4;D
138;5;D
138;6;D
138;7;D
138;8;D
139;1;A
139;2;D
139;3;A
139;4;A
139;5;A
139;6;D
139;7;R
139;8;D
140;1;D
140;2;EC
140;3;R
140;4;D
140;5;D
140;6;EC
140;7;R
140;8;R
141;1;D
141;2;D
141;3;A
141;4;A
141;5;D
141;6;A
141;7;A
141;8;D
142;1;R
142;2;D
142;3;EC
142;4;R
142;5;A
142;6;R
142;7;D
142;8;R
143;1;EC
143;2;D
143;3;A
143;4;A
143;5;D
143;6;A
143;7;A
143;8;R
144;1;D
144;2;EC
144;3;A
144;4;EC
144;5;D
144;6;D
144;7;D
144;8;A
145;1;A
145;2;R
145;3;A
145;4;D
145;5;A
145;6;A
145;7;R
145;8;R
146;1;D
146;2;A
146;3;A
146;4;D
146;5;D
146;6;R
146;7;D
146;8;D
147;1;D
147;2;R
147;3;A
147;4;EC
147;5;A
147;6;R
147;7;R
147;8;A
148;1;EC
148;2;R
148;3;R
148;4;D
148;5;A
148;6;R
148;7;D
148;8;A
149;1;R
149;2;R
149;3;D
149;4;R
149;5;A
149;6;A
149;7;A
149;8;R
150;1;R
150;2;R
150;3;EC
150;4;A
150;5;A
150;6;EC
150;7;A
150;8;EC
151;1;D
151;2;A
151;3;R
151;4;A
151;5;R
151;6;A
151;7;R
151;8;A
152;1;EC
152;2;A
152;3;A
152;4;D
152;5;EC
152;6;R
152;7;A
152;8;D
153;1;R
153;2;R
153;3;EC
153;4;D
153;5;D
153;6;R
153;7;R
153;8;D
154;1;D
154;2;R
154;3;D
154;4;R
154;5;R
154;6;EC
154;7;R
154;8;EC
155;1;R
155;2;R
155;3;A
155;4;A
155;5;D
155;6;A
155;7;D
155;8;D
156;1;EC
156;2;D
156;3;D
156;4;A
156;5;D
156;6;D
156;7;D
156;8;R
157;1;R
157;2;R
157;3;D
157;4;D
157;5;A
157;6;A
157;7;R
157;8;A
158;1;D
158;2;A
158;3;EC
158;4;A
158;5;EC
158;6;R
158;7;D
158;8;R
159;1;R
159;2;A
159;3;A
159;4;R
159;5;A
159;6;R
159;7;D
159;8;A
160;1;D
160;2;A
160;3;D
160;4;D
160;5;A
160;6;R
160;7;A
160;8;D
161;1;D
161;2;A
161;3;A
161;4;D
161;5;R
161;6;EC
161;7;A
161;8;R
162;1;D
162;2;A
162;3;R
162;4;R
162;5;D
162;6;R
162;7;R
162;8;R
163;1;A
163;2;A
163;3;R
163;4;A
163;5;D
163;6;A
163;7;R
163;8;A
164;1;A
164;2;R
164;3;D
164;4;A
164;5;D
164;6;D
164;7;A
164;8;R
165;1;A
165;2;A
165;3;R
165;4;D
165;5;A
165;6;R
165;7;D
165;8;R
166;1;R
166;2;EC
166;3;A
166;4;A
166;5;R
166;6;A
166;7;D
166;8;D
167;1;R
167;2;R
167;3;R
167;4;A
167;5;R
167;6;R
167;7;D
167;8;D
168;1;D
168;2;A
168;3;A
168;4;R
168;5;D
168;6;R
168;7;A
168;8;A
169;1;A
169;2;EC
169;3;A
169;4;R
169;5;A
169;6;R
169;7;D
169;8;A
170;1;A
170;2;A
170;3;A
170;4;EC
170;5;A
170;6;A
170;7;D
170;8;R
171;1;R
171;2;R
171;3;D
171;4;D
171;5;A
171;6;D
171;7;R
171;8;D
172;1;D
172;2;A
172;3;R
172;4;R
172;5;EC
172;6;R
172;7;D
172;8;D
173;1;A
173;2;D
173;3;EC
173;4;EC
173;5;D
173;6;R
173;7;A
173;8;R
174;1;A
174;2;R
174;3;A
174;4;A
174;5;A
174;6;D
174;7;A
174;8;R
175;1;A
175;2;D
175;3;R
175;4;D
175;5;R
175;6;A
175;7;A
175;8;D
176;1;D
176;2;EC
176;3;A
176;4;A
176;5;A
176;6;D
176;7;A
176;8;R
177;1;R
177;2;D
177;3;R
177;4;A
177;5;R
177;6;A
177;7;D
177;8;R
178;1;R
178;2;A
178;3;A
178;4;A
178;5;A
178;6;EC
178;7;D
178;8;D
179;1;A
179;2;D
179;3;D
179;4;R
179;5;D
179;6;R
179;7;EC
179;8;A
180;1;EC
180;2;D
180;3;R
180;4;D
180;5;D
180;6;R
180;7;D
180;8;D
181;1;R
181;2;D
181;3;EC
181;4;R
181;5;A
181;6;D
181;7;A
181;8;R
182;1;A
182;2;D
182;3;A
182;4;EC
182;5;D
182;6;R
182;7;EC
182;8;R
183;1;D
183;2;D
183;3;A
183;4;A
183;5;R
183;6;A
183;7;D
183;8;EC
184;1;R
184;2;D
184;3;D
184;4;D
184;5;R
184;6;A
184;7;EC
184;8;EC
185;1;D
185;2;A
185;3;D
185;4;R
185;5;R
185;6;R
185;7;D
185;8;R
186;1;R
186;2;R
186;3;EC
186;4;EC
186;5;A
186;6;A
186;7;D
186;8;R
187;1;D
187;2;R
187;3;R
187;4;D
187;5;R
187;6;A
187;7;D
187;8;R
188;1;R
188;2;D
188;3;EC
188;4;R
188;5;A
188;6;D
188;7;A
188;8;R
189;1;EC
189;2;A
189;3;A
189;4;A
189;5;D
189;6;A
189;7;A
189;8;D
190;1;D
190;2;R
190;3;A
190;4;R
190;5;R
190;6;A
190;7;R
190;8;D
191;1;EC
191;2;A
191;3;D
191;4;D
191;5;R
191;6;R
191;7;A
191;8;R
192;1;D
192;2;A
192;3;D
192;4;A
192;5;D
192;6;D
192;7;R
192;8;D
193;1;D
193;2;R
193;3;R
193;4;R
193;5;R
193;6;A
193;7;D
193;8;D
194;1;D
194;2;D
194;3;D
194;4;D
194;5;D
194;6;D
194;7;D
194;8;A
195;1;EC
195;2;EC
195;3;R
195;4;D
195;5;A
195;6;A
195;7;D
195;8;D
196;1;D
196;2;D
196;3;EC
196;4;R
196;5;A
196;6;A
196;7;A
196;8;A
197;1;R
197;2;A
197;3;D
197;4;D
197;5;EC
197;6;R
197;7;A
197;8;A
198;1;A
198;2;A
198;3;D
198;4;R
198;5;D
198;6;A
198;7;R
198;8;A
199;1;D
199;2;D
199;3;R
199;4;EC
199;5;R
199;6;D
199;7;D
199;8;D
200;1;A
200;2;A
200;3;R
200;4;D
200;5;A
200;6;D
200;7;EC
200;8;D
